Date,NotCovidPatients,CovidPatients
2022-02-23,261.0,77.0
2022-02-24,269.0,72.0
2022-02-25,274.0,73.0
2022-02-26,268.0,73.0
2022-02-27,263.0,74.0
2022-02-28,279.0,70.0
2022-03-01,285.0,69.0
2022-03-02,298.0,58.0
2022-03-03,289.0,53.0
2022-03-04,271.0,59.0
2022-03-05,274.0,64.0
2022-03-06,280.0,61.0
2022-03-07,276.0,51.0
2022-03-08,267.0,50.0
2022-03-09,284.0,50.0
2022-03-10,289.0,54.0
2022-03-11,274.0,47.0
2022-03-12,269.0,44.0
2022-03-13,275.0,46.0
2022-03-14,280.0,47.0
2022-03-15,294.0,40.0
2022-03-16,296.0,43.0
2022-03-17,312.0,42.0
2022-03-18,302.0,32.0
2022-03-19,298.0,36.0
2022-03-20,302.0,33.0
2022-03-21,313.0,29.0
2022-03-22,317.0,36.0
2022-03-23,318.0,32.0
2022-03-24,302.0,32.0
2022-03-25,284.0,27.0
2022-03-26,288.0,25.0
2022-03-27,287.0,24.0
2022-03-28,299.0,25.0
2022-03-29,292.0,28.0
2022-03-30,295.0,26.0
2022-03-31,302.0,25.0
2022-04-01,294.0,24.0
2022-04-02,299.0,21.0
2022-04-03,297.0,20.0
2022-04-04,296.0,16.0
2022-04-05,301.0,22.0
2022-04-06,309.0,25.0
2022-04-07,315.0,22.0
2022-04-08,312.0,26.0
2022-04-09,306.0,27.0
2022-04-10,311.0,27.0
2022-04-11,313.0,24.0
2022-04-12,329.0,23.0
2022-04-13,299.0,32.0
2022-04-14,309.0,24.0
2022-04-15,304.0,22.0
2022-04-16,303.0,23.0
2022-04-17,302.0,22.0
2022-04-18,306.0,25.0
2022-04-19,282.0,24.0
2022-04-20,315.0,23.0
2022-04-21,310.0,19.0
2022-04-22,303.0,21.0
2022-04-23,298.0,21.0
2022-04-24,297.0,21.0
2022-04-25,308.0,20.0
2022-04-26,307.0,20.0
2022-04-27,326.0,18.0
2022-04-28,316.0,21.0
2022-04-29,311.0,17.0
2022-04-30,309.0,17.0
2022-05-01,309.0,17.0
2022-05-02,308.0,18.0
2022-05-03,320.0,18.0
2022-05-04,318.0,16.0
2022-05-05,325.0,16.0
2022-05-06,317.0,13.0
2022-05-07,317.0,13.0
2022-05-08,315.0,12.0
2022-05-09,319.0,15.0
2022-05-10,330.0,15.0
2022-05-11,336.0,11.0
2022-05-12,346.0,9.0
2022-05-13,332.0,8.0
2022-05-14,334.0,8.0
2022-05-15,330.0,8.0
2022-05-16,321.0,11.0
2022-05-17,342.0,13.0
2022-05-18,340.0,10.0
2022-05-19,344.0,7.0
2022-05-20,335.0,6.0
2022-05-21,339.0,7.0
2022-05-22,338.0,6.0
2022-05-23,345.0,5.0
2022-05-24,356.0,5.0
2022-05-25,356.0,5.0
2022-05-26,364.0,3.0
2022-05-27,338.0,3.0
2022-05-28,346.0,3.0
2022-05-29,342.0,3.0
2022-05-30,355.0,5.0
2022-05-31,368.0,5.0
2022-06-01,340.0,5.0
2022-06-02,329.0,6.0
2022-06-03,320.0,4.0
2022-06-04,316.0,4.0
2022-06-05,319.0,4.0
2022-06-06,319.0,4.0
2022-06-07,335.0,4.0
2022-06-08,339.0,4.0
2022-06-09,350.0,6.0
2022-06-10,339.0,6.0
2022-06-11,335.0,7.0
2022-06-12,335.0,7.0
2022-06-13,319.0,7.0
2022-06-14,331.0,7.0
2022-06-15,332.0,6.0
2022-06-16,333.0,7.0
2022-06-17,319.0,7.0
2022-06-18,311.0,7.0
2022-06-19,317.0,7.0
2022-06-20,310.0,9.0
2022-06-21,323.0,7.0
2022-06-22,314.0,7.0
2022-06-23,309.0,7.0
2022-06-24,303.0,7.0
2022-06-25,304.0,7.0
2022-06-26,303.0,7.0
2022-06-27,305.0,14.0
2022-06-28,299.0,12.0
2022-06-29,290.0,14.0
2022-06-30,280.0,13.0
2022-07-01,287.0,11.0
2022-07-02,283.0,12.0
2022-07-03,286.0,11.0
2022-07-04,282.0,9.0
2022-07-05,296.0,11.0
2022-07-06,293.0,11.0
2022-07-07,280.0,10.0
2022-07-08,275.0,15.0
2022-07-09,275.0,15.0
2022-07-10,274.0,15.0
2022-07-11,267.0,13.0
2022-07-12,270.0,14.0
2022-07-13,278.0,12.0
2022-07-14,278.0,16.0
2022-07-15,256.0,14.0
2022-07-16,267.0,14.0
2022-07-17,258.0,15.0
2022-07-18,249.0,11.0
2022-07-19,260.0,10.0
2022-07-20,265.0,11.0
2022-07-21,270.0,14.0
2022-07-22,265.0,14.0
2022-07-23,265.0,14.0
2022-07-24,266.0,14.0
2022-07-25,267.0,17.0
2022-07-26,272.0,16.0
2022-07-27,280.0,18.0
2022-07-28,271.0,17.0
2022-07-29,268.0,14.0
2022-07-30,268.0,12.0
2022-07-31,268.0,12.0
2022-08-01,267.0,11.0
2022-08-02,271.0,12.0
2022-08-03,263.0,14.0
2022-08-04,259.0,16.0
2022-08-05,264.0,15.0
2022-08-06,262.0,15.0
2022-08-07,263.0,14.0
2022-08-08,259.0,16.0
2022-08-09,289.0,15.0
2022-08-10,280.0,15.0
2022-08-11,279.0,16.0
2022-08-12,284.0,21.0
2022-08-13,281.0,20.0
2022-08-14,281.0,20.0
2022-08-15,283.0,21.0
2022-08-16,266.0,19.0
2022-08-17,283.0,23.0
2022-08-18,277.0,24.0
2022-08-19,290.0,14.0
2022-08-20,286.0,13.0
2022-08-21,288.0,12.0
2022-08-22,281.0,16.0
2022-08-23,289.0,19.0
2022-08-24,286.0,18.0
2022-08-25,287.0,17.0
2022-08-26,289.0,15.0
2022-08-27,286.0,17.0
2022-08-28,289.0,17.0
2022-08-29,291.0,13.0
2022-08-30,301.0,12.0
2022-08-31,306.0,14.0
2022-09-01,288.0,15.0
2022-09-02,303.0,14.0
2022-09-03,299.0,14.0
2022-09-04,299.0,14.0
2022-09-05,293.0,15.0
2022-09-06,300.0,8.0
2022-09-07,321.0,9.0
2022-09-08,310.0,13.0
2022-09-09,307.0,12.0
2022-09-10,304.0,15.0
2022-09-11,305.0,13.0
2022-09-12,306.0,9.0
2022-09-13,316.0,10.0
2022-09-14,322.0,9.0
2022-09-15,322.0,12.0
2022-09-16,309.0,14.0
2022-09-17,312.0,13.0
2022-09-18,311.0,15.0
2022-09-19,303.0,18.0
2022-09-20,315.0,19.0
2022-09-21,313.0,14.0
2022-09-22,312.0,18.0
2022-09-23,295.0,15.0
2022-09-24,299.0,17.0
2022-09-25,295.0,16.0
2022-09-26,308.0,14.0
2022-09-27,326.0,14.0
2022-09-28,331.0,11.0
2022-09-29,314.0,13.0
2022-09-30,313.0,12.0
2022-10-01,309.0,12.0
2022-10-02,309.0,10.0
2022-10-03,320.0,13.0
2022-10-04,322.0,14.0
2022-10-05,345.0,18.0
2022-10-06,334.0,17.0
2022-10-07,338.0,16.0
2022-10-08,337.0,16.0
2022-10-09,334.0,14.0
2022-10-10,323.0,15.0
2022-10-11,328.0,14.0
2022-10-12,329.0,17.0
2022-10-13,313.0,12.0
2022-10-14,306.0,16.0
2022-10-15,309.0,17.0
2022-10-16,302.0,17.0
2022-10-17,302.0,14.0
2022-10-18,331.0,15.0
2022-10-19,330.0,16.0
2022-10-20,324.0,18.0
2022-10-21,323.0,17.0
2022-10-22,333.0,19.0
2022-10-23,333.0,19.0
2022-10-24,316.0,22.0
2022-10-25,327.0,17.0
2022-10-26,322.0,17.0
2022-10-27,325.0,11.0
2022-10-28,325.0,15.0
2022-10-29,321.0,15.0
2022-10-30,319.0,15.0
2022-10-31,319.0,21.0
2022-11-01,322.0,18.0
2022-11-02,328.0,19.0
2022-11-03,325.0,17.0
2022-11-04,321.0,19.0
2022-11-05,320.0,18.0
2022-11-06,311.0,19.0
2022-11-07,300.0,13.0
2022-11-08,326.0,18.0
2022-11-09,323.0,21.0
2022-11-10,328.0,18.0
2022-11-11,298.0,17.0
2022-11-12,296.0,16.0
2022-11-13,294.0,18.0
2022-11-14,304.0,23.0
2022-11-15,315.0,21.0
2022-11-16,315.0,19.0
2022-11-17,326.0,18.0
2022-11-18,328.0,20.0
2022-11-19,332.0,22.0
2022-11-20,330.0,21.0
2022-11-21,339.0,15.0
2022-11-22,338.0,16.0
2022-11-23,355.0,14.0
2022-11-24,347.0,14.0
2022-11-25,334.0,17.0
2022-11-26,328.0,17.0
2022-11-27,326.0,18.0
2022-11-28,329.0,24.0
2022-11-29,332.0,22.0
2022-11-30,345.0,20.0
2022-12-01,342.0,19.0
2022-12-02,330.0,23.0
2022-12-03,330.0,22.0
2022-12-04,324.0,23.0
2022-12-05,309.0,32.0
2022-12-06,343.0,33.0
2022-12-07,352.0,29.0
2022-12-08,348.0,34.0
2022-12-09,342.0,31.0
2022-12-10,339.0,31.0
2022-12-11,337.0,28.0
2022-12-12,327.0,29.0
2022-12-13,341.0,29.0
2022-12-14,352.0,29.0
2022-12-15,339.0,29.0
2022-12-16,330.0,32.0
2022-12-17,330.0,35.0
2022-12-18,335.0,36.0
2022-12-19,324.0,46.0
2022-12-20,335.0,45.0
2022-12-21,325.0,42.0
2022-12-22,322.0,43.0
2022-12-23,301.0,47.0
2022-12-24,296.0,45.0
2022-12-25,284.0,47.0
2022-12-26,292.0,50.0
2022-12-27,285.0,49.0
2022-12-28,296.0,51.0
2022-12-29,310.0,46.0
2022-12-30,312.0,43.0
2022-12-31,302.0,37.0
2023-01-01,313.0,39.0
2023-01-02,340.0,40.0
2023-01-03,345.0,39.0
2023-01-04,330.0,43.0
2023-01-05,325.0,42.0
2023-01-06,323.0,41.0
2023-01-07,328.0,35.0
2023-01-08,318.0,41.0
2023-01-09,328.0,42.0
2023-01-10,357.0,31.0
2023-01-11,352.0,31.0
2023-01-12,344.0,28.0
2023-01-13,337.0,25.0
2023-01-14,331.0,25.0
2023-01-15,331.0,24.0
2023-01-16,331.0,21.0
2023-01-17,344.0,22.0
2023-01-18,358.0,18.0
2023-01-19,355.0,20.0
2023-01-20,340.0,17.0
2023-01-21,339.0,16.0
2023-01-22,334.0,15.0
2023-01-23,345.0,11.0
2023-01-24,362.0,9.0
2023-01-25,357.0,13.0
2023-01-26,341.0,12.0
2023-01-27,338.0,12.0
2023-01-28,334.0,11.0
2023-01-29,331.0,13.0
2023-01-30,330.0,16.0
2023-01-31,345.0,13.0
2023-02-01,344.0,9.0
2023-02-02,343.0,7.0
2023-02-03,340.0,6.0
2023-02-04,339.0,6.0
2023-02-05,336.0,6.0
2023-02-06,333.0,11.0
2023-02-07,350.0,11.0
2023-02-08,339.0,12.0
2023-02-09,332.0,13.0
2023-02-10,339.0,11.0
2023-02-11,340.0,12.0
2023-02-12,345.0,12.0
2023-02-13,339.0,8.0
2023-02-14,352.0,8.0
2023-02-15,343.0,9.0
2023-02-16,342.0,6.0
2023-02-17,344.0,5.0
2023-02-18,337.0,5.0
2023-02-19,337.0,5.0
2023-02-20,332.0,16.0
2023-02-21,332.0,9.0
2023-02-22,353.0,9.0
2023-02-23,342.0,10.0
2023-02-24,348.0,8.0
2023-02-25,343.0,9.0
2023-02-26,343.0,9.0
2023-02-27,349.0,6.0
2023-02-28,357.0,8.0
2023-03-01,340.0,8.0
2023-03-02,346.0,8.0
2023-03-03,344.0,9.0
2023-03-04,343.0,9.0
2023-03-05,349.0,10.0
2023-03-06,330.0,6.0
2023-03-07,330.0,6.0
2023-03-08,332.0,5.0
2023-03-09,340.0,6.0
2023-03-10,336.0,4.0
2023-03-11,335.0,4.0
2023-03-12,330.0,5.0
2023-03-13,321.0,7.0
2023-03-14,354.0,9.0
2023-03-15,355.0,4.0
2023-03-16,363.0,6.0
2023-03-17,345.0,10.0
2023-03-18,348.0,10.0
2023-03-19,347.0,10.0
2023-03-20,323.0,6.0
2023-03-21,342.0,5.0
2023-03-22,345.0,9.0
2023-03-23,357.0,8.0
2023-03-24,331.0,18.0
2023-03-25,331.0,18.0
2023-03-26,332.0,18.0
2023-03-27,327.0,19.0
2023-03-28,349.0,10.0
2023-03-29,353.0,7.0
2023-03-30,337.0,8.0
2023-03-31,337.0,8.0
2023-04-01,336.0,9.0
2023-04-02,336.0,9.0
2023-04-03,326.0,15.0
2023-04-04,337.0,15.0
2023-04-05,341.0,17.0
2023-04-06,337.0,12.0
2023-04-07,330.0,14.0
2023-04-08,333.0,14.0
2023-04-09,332.0,14.0
2023-04-10,337.0,12.0
2023-04-11,327.0,15.0
2023-04-12,339.0,16.0
2023-04-13,346.0,13.0
2023-04-14,317.0,24.0
2023-04-15,315.0,24.0
2023-04-16,315.0,24.0
2023-04-17,320.0,19.0
2023-04-18,335.0,18.0
2023-04-19,355.0,10.0
2023-04-20,339.0,12.0
2023-04-21,306.0,15.0
2023-04-22,308.0,15.0
2023-04-23,308.0,15.0
2023-04-24,323.0,10.0
2023-04-25,320.0,12.0
2023-04-26,343.0,13.0
2023-04-27,327.0,14.0
2023-04-28,327.0,10.0
2023-04-29,323.0,11.0
2023-04-30,328.0,11.0
2023-05-01,328.0,10.0
2023-05-02,303.0,6.0
2023-05-03,333.0,11.0
2023-05-04,318.0,5.0
2023-05-05,328.0,5.0
2023-05-06,331.0,4.0
2023-05-07,329.0,4.0
2023-05-08,333.0,5.0
2023-05-09,326.0,7.0
2023-05-10,336.0,9.0
2023-05-11,339.0,10.0
2023-05-12,334.0,17.0
2023-05-13,335.0,17.0
2023-05-14,338.0,17.0
2023-05-15,337.0,8.0
2023-05-16,347.0,12.0
2023-05-17,326.0,14.0
2023-05-18,332.0,11.0
2023-05-19,327.0,9.0
2023-05-20,324.0,10.0
2023-05-21,321.0,10.0
2023-05-22,315.0,9.0
2023-05-23,323.0,21.0
2023-05-24,325.0,9.0
2023-05-25,331.0,8.0
2023-05-26,335.0,9.0
2023-05-27,334.0,9.0
2023-05-28,333.0,9.0
2023-05-29,322.0,8.0
2023-05-30,335.0,9.0
2023-05-31,330.0,8.0
2023-06-01,347.0,7.0
2023-06-02,322.0,7.0
2023-06-03,321.0,7.0
2023-06-04,323.0,7.0
2023-06-05,326.0,4.0
2023-06-06,330.0,4.0
2023-06-07,308.0,4.0
2023-06-08,328.0,4.0
2023-06-09,335.0,3.0
2023-06-10,334.0,3.0
2023-06-11,334.0,3.0
2023-06-12,319.0,2.0
2023-06-13,323.0,2.0
2023-06-14,339.0,5.0
2023-06-15,332.0,6.0
2023-06-16,328.0,5.0
2023-06-17,329.0,6.0
2023-06-18,328.0,5.0
2023-06-19,311.0,7.0
2023-06-20,328.0,5.0
2023-06-21,319.0,12.0
2023-06-22,303.0,13.0
2023-06-23,301.0,13.0
2023-06-24,297.0,13.0
2023-06-25,297.0,13.0
2023-06-26,299.0,6.0
2023-06-27,305.0,4.0
2023-06-28,293.0,3.0
2023-06-29,299.0,3.0
2023-06-30,290.0,3.0
2023-07-01,287.0,3.0
2023-07-02,286.0,3.0
2023-07-03,280.0,4.0
2023-07-04,303.0,2.0
2023-07-05,283.0,6.0
2023-07-06,281.0,8.0
2023-07-07,278.0,5.0
2023-07-08,277.0,5.0
2023-07-09,278.0,5.0
2023-07-10,292.0,3.0
2023-07-11,284.0,3.0
2023-07-12,290.0,3.0
2023-07-13,286.0,4.0
2023-07-14,274.0,3.0
2023-07-15,270.0,5.0
2023-07-16,271.0,4.0
2023-07-17,274.0,4.0
2023-07-18,279.0,4.0
2023-07-19,287.0,7.0
2023-07-20,281.0,2.0
2023-07-21,284.0,2.0
2023-07-22,281.0,2.0
2023-07-23,281.0,2.0
2023-07-24,261.0,3.0
2023-07-25,270.0,2.0
2023-07-26,272.0,2.0
2023-07-27,277.0,0.0
2023-07-28,275.0,0.0
2023-07-29,276.0,0.0
2023-07-30,270.0,0.0
2023-07-31,268.0,2.0
2023-08-01,284.0,2.0
2023-08-02,291.0,4.0
2023-08-03,281.0,6.0
2023-08-04,274.0,7.0
2023-08-05,273.0,8.0
2023-08-06,275.0,8.0
2023-08-07,280.0,6.0
2023-08-08,271.0,7.0
2023-08-09,294.0,4.0
2023-08-10,256.0,22.0
2023-08-11,262.0,13.0
2023-08-12,261.0,13.0
2023-08-13,257.0,13.0
2023-08-14,260.0,5.0
2023-08-15,272.0,4.0
2023-08-16,269.0,3.0
2023-08-17,276.0,4.0
2023-08-18,269.0,4.0
2023-08-19,266.0,4.0
2023-08-20,264.0,4.0
2023-08-21,292.0,3.0
2023-08-22,299.0,3.0
2023-08-23,308.0,4.0
2023-08-24,305.0,1.0
2023-08-25,295.0,2.0
2023-08-26,299.0,2.0
2023-08-27,297.0,2.0
2023-08-28,287.0,2.0
2023-08-29,305.0,3.0
2023-08-30,302.0,3.0
2023-08-31,315.0,5.0
2023-09-01,302.0,7.0
2023-09-02,297.0,8.0
2023-09-03,295.0,6.0
2023-09-04,296.0,7.0
2023-09-05,313.0,5.0
2023-09-06,308.0,4.0
2023-09-07,303.0,4.0
2023-09-08,308.0,4.0
2023-09-09,310.0,4.0
2023-09-10,311.0,5.0
2023-09-11,310.0,7.0
2023-09-12,324.0,8.0
2023-09-13,320.0,6.0
2023-09-14,320.0,6.0
2023-09-15,302.0,7.0
2023-09-16,300.0,7.0
2023-09-17,298.0,7.0
2023-09-18,305.0,8.0
2023-09-19,319.0,9.0
2023-09-20,315.0,8.0
2023-09-21,308.0,8.0
2023-09-22,296.0,10.0
2023-09-23,292.0,10.0
2023-09-24,292.0,10.0
2023-09-25,299.0,8.0
2023-09-26,322.0,6.0
2023-09-27,323.0,5.0
2023-09-28,328.0,5.0
2023-09-29,318.0,8.0
2023-09-30,322.0,8.0
2023-10-01,322.0,8.0
2023-10-02,306.0,9.0
2023-10-03,309.0,8.0
2023-10-04,325.0,10.0
2023-10-05,329.0,11.0
2023-10-06,331.0,12.0
2023-10-07,331.0,12.0
2023-10-08,328.0,12.0
2023-10-09,333.0,9.0
2023-10-10,346.0,10.0
2023-10-11,331.0,9.0
2023-10-12,327.0,11.0
2023-10-13,334.0,11.0
2023-10-14,335.0,11.0
2023-10-15,336.0,11.0
2023-10-16,332.0,7.0
2023-10-17,330.0,11.0
2023-10-18,339.0,13.0
2023-10-19,340.0,14.0
2023-10-20,333.0,16.0
2023-10-21,330.0,14.0
2023-10-22,328.0,15.0
2023-10-23,321.0,15.0
2023-10-24,344.0,14.0
2023-10-25,359.0,13.0
2023-10-26,335.0,18.0
2023-10-27,337.0,16.0
2023-10-28,333.0,16.0
2023-10-29,336.0,16.0
2023-10-30,337.0,18.0
2023-10-31,335.0,17.0
2023-11-01,336.0,22.0
2023-11-02,333.0,20.0
2023-11-03,319.0,18.0
2023-11-04,321.0,21.0
2023-11-05,323.0,20.0
2023-11-06,325.0,27.0
2023-11-07,322.0,29.0
2023-11-08,341.0,29.0
2023-11-09,342.0,29.0
2023-11-10,322.0,26.0
2023-11-11,322.0,26.0
2023-11-12,325.0,25.0
2023-11-13,320.0,26.0
2023-11-14,328.0,24.0
2023-11-15,337.0,30.0
2023-11-16,322.0,33.0
2023-11-17,323.0,32.0
2023-11-18,325.0,33.0
2023-11-19,318.0,34.0
2023-11-20,312.0,30.0
2023-11-21,325.0,35.0
2023-11-22,339.0,28.0
2023-11-23,341.0,28.0
2023-11-24,320.0,30.0
2023-11-25,320.0,30.0
2023-11-26,321.0,32.0
2023-11-27,310.0,29.0
2023-11-28,321.0,39.0
2023-11-29,339.0,33.0
2023-11-30,347.0,31.0
2023-12-01,325.0,32.0
2023-12-02,329.0,32.0
2023-12-03,327.0,34.0
2023-12-04,310.0,39.0
2023-12-05,341.0,31.0
2023-12-06,353.0,28.0
2023-12-07,340.0,30.0
2023-12-08,349.0,26.0
2023-12-09,347.0,25.0
2023-12-10,347.0,26.0
2023-12-11,329.0,38.0
2023-12-12,337.0,39.0
2023-12-13,346.0,40.0
2023-12-14,330.0,41.0
2023-12-15,322.0,45.0
2023-12-16,322.0,44.0
2023-12-17,323.0,43.0
2023-12-18,325.0,38.0
2023-12-19,337.0,43.0
2023-12-20,320.0,37.0
2023-12-21,316.0,36.0
2023-12-22,323.0,31.0
2023-12-23,321.0,31.0
2023-12-24,326.0,30.0
2023-12-25,329.0,31.0
2023-12-26,333.0,32.0
2023-12-27,321.0,25.0
2023-12-28,316.0,25.0
2023-12-29,330.0,21.0
2023-12-30,330.0,22.0
2023-12-31,328.0,22.0
2024-01-01,325.0,22.0
2024-01-02,306.0,29.0
2024-01-03,326.0,33.0
2024-01-04,327.0,28.0
2024-01-05,313.0,26.0
2024-01-06,316.0,26.0
2024-01-07,313.0,27.0
2024-01-08,328.0,17.0
2024-01-09,340.0,19.0
2024-01-10,338.0,26.0
2024-01-11,358.0,15.0
2024-01-12,370.0,14.0
2024-01-13,370.0,15.0
2024-01-14,363.0,16.0
2024-01-15,342.0,14.0
2024-01-16,359.0,9.0
2024-01-17,364.0,8.0
2024-01-18,347.0,7.0
2024-01-19,341.0,7.0
2024-01-20,343.0,6.0
2024-01-21,344.0,6.0
2024-01-22,338.0,7.0
2024-01-23,347.0,9.0
2024-01-24,363.0,4.0
2024-01-25,354.0,5.0
2024-01-26,345.0,3.0
2024-01-27,344.0,3.0
2024-01-28,343.0,4.0
2024-01-29,331.0,7.0
2024-01-30,365.0,8.0
2024-01-31,345.0,11.0
2024-02-01,351.0,11.0
2024-02-02,341.0,6.0
2024-02-03,342.0,7.0
2024-02-04,342.0,6.0
2024-02-05,345.0,5.0
2024-02-06,358.0,6.0
2024-02-07,347.0,4.0
2024-02-08,341.0,7.0
2024-02-09,358.0,6.0
2024-02-10,353.0,6.0
2024-02-11,351.0,6.0
2024-02-12,345.0,4.0
2024-02-13,347.0,4.0
2024-02-14,358.0,4.0
2024-02-15,358.0,6.0